"","initials","year_pub","journal_id","volume","issue","first_author","table_no","table_loc","coefficient","std_error","error_type","sample_size","study_type","mult_hyp..Y...1..N...0.","mult_hyp_corr.Y..1..N...0.","main_results..Y.1..N.0.","data_available","code_available","notes","Checking.Notes","Keep","checked","Bayesian..Y.1..N..0.","report_power","mixed_effects","reason"
"16634","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.036,0.142,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16635","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.049,0.146,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16636","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.068,0.123,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16637","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.117,0.147,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16638","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.034,0.151,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16639","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.026,0.151,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16640","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.126,0.113,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16641","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.06,0.151,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16642","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.051,0.138,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16643","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.157,0.136,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16644","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.027,0.145,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16645","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.08,0.15,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16646","LW",2018,"N",555,NA,"Turner","S5","supplement",0.162,0.083,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16647","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.161,0.13,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16648","LW",2018,"N",555,NA,"Turner","S5","supplement",0.219,0.113,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16649","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.056,0.128,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16650","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.028,0.146,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16651","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.125,0.142,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16652","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.126,0.137,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16653","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.07,0.148,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16654","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.062,0.148,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16655","LW",2018,"N",555,NA,"Turner","S5","supplement",0.058,0.082,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16656","LW",2018,"N",555,NA,"Turner","S5","supplement",0,0.149,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16657","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.089,0.112,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16658","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.041,0.116,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16659","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.098,0.136,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16660","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.034,0.135,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16661","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.056,0.149,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16662","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.021,0.127,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16663","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.104,0.099,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16664","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.045,0.146,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16665","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.049,0.146,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16666","LW",2018,"N",555,NA,"Turner","S5","supplement",0.026,0.119,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16667","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.184,0.09,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16668","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.043,0.123,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16669","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.075,0.145,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16670","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.005,0.148,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16671","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.077,0.147,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16672","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.087,0.094,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16673","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.03,0.138,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16674","LW",2018,"N",555,NA,"Turner","S5","supplement",0.004,0.149,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16675","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.049,0.148,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16676","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.049,0.14,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16677","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.037,0.147,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16678","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.034,0.143,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16679","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.01,0.14,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16680","LW",2018,"N",555,NA,"Turner","S5","supplement",0.049,0.101,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16681","LW",2018,"N",555,NA,"Turner","S5","supplement",0.039,0.11,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16682","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.121,0.12,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16683","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.127,0.14,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16684","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.051,0.151,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16685","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.003,0.138,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16686","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.056,0.15,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16687","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.031,0.149,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16688","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.048,0.149,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16689","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.039,0.149,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16690","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.068,0.102,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16691","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.134,0.14,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16692","LW",2018,"N",555,NA,"Turner","S5","supplement",0.058,0.141,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16693","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.06,0.134,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16694","LW",2018,"N",555,NA,"Turner","S5","supplement",0.075,0.131,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16695","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.051,0.15,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16696","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.035,0.146,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16697","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.006,0.15,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16698","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.058,0.149,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16699","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.047,0.151,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16700","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.016,0.147,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16701","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.019,0.15,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16702","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.053,0.15,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16703","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.063,0.15,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16704","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.03,0.147,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16705","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.011,0.148,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16706","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.054,0.149,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16707","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.118,0.138,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16708","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.113,0.14,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16709","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.013,0.142,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16710","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.057,0.145,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16711","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.016,0.142,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16712","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.049,0.151,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16713","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.02,0.148,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16714","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.056,0.13,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16715","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.056,0.15,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16716","LW",2018,"N",555,NA,"Turner","S5","supplement",0.008,0.145,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16717","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.127,0.144,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16718","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.056,0.15,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16719","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.038,0.15,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16720","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.069,0.117,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16721","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.109,0.125,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16722","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.157,0.123,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16723","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.081,0.147,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16724","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.034,0.14,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16725","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.099,0.115,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16726","LW",2018,"N",555,NA,"Turner","S5","supplement",0.091,0.085,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16727","LW",2018,"N",555,NA,"Turner","S5","supplement",0.006,0.123,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16728","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.119,0.144,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16729","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.046,0.15,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16730","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.059,0.148,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16731","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.041,0.139,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16732","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.237,0.129,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16733","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.094,0.148,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16734","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.063,0.146,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16735","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.018,0.148,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16736","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.135,0.137,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16737","LW",2018,"N",555,NA,"Turner","S5","supplement",0.035,0.105,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16738","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.101,0.143,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16739","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.047,0.15,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16740","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.141,0.133,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16741","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.175,0.135,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16742","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.092,0.144,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16743","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.089,0.139,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16744","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.069,0.145,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16745","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.087,0.073,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16746","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.002,0.081,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16747","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.033,0.081,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16748","LW",2018,"N",555,NA,"Turner","S5","supplement",0,0.084,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16749","LW",2018,"N",555,NA,"Turner","S5","supplement",0.002,0.085,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16750","LW",2018,"N",555,NA,"Turner","S5","supplement",0.009,0.084,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16751","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.019,0.082,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16752","LW",2018,"N",555,NA,"Turner","S5","supplement",0.022,0.072,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16753","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.007,0.082,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16754","LW",2018,"N",555,NA,"Turner","S5","supplement",0.011,0.085,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16755","LW",2018,"N",555,NA,"Turner","S5","supplement",0.05,0.045,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16756","LW",2018,"N",555,NA,"Turner","S5","supplement",0.069,0.071,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16757","LW",2018,"N",555,NA,"Turner","S5","supplement",0.027,0.082,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16758","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.011,0.081,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16759","LW",2018,"N",555,NA,"Turner","S5","supplement",0.029,0.082,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16760","LW",2018,"N",555,NA,"Turner","S5","supplement",0.007,0.046,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16761","LW",2018,"N",555,NA,"Turner","S5","supplement",0.001,0.067,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16762","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.012,0.077,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16763","LW",2018,"N",555,NA,"Turner","S5","supplement",0.016,0.084,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16764","LW",2018,"N",555,NA,"Turner","S5","supplement",0.002,0.085,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16765","LW",2018,"N",555,NA,"Turner","S5","supplement",0.007,0.079,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16766","LW",2018,"N",555,NA,"Turner","S5","supplement",0.007,0.085,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16767","LW",2018,"N",555,NA,"Turner","S5","supplement",0.09,0.075,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16768","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.035,0.055,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16769","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.033,0.081,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16770","LW",2018,"N",555,NA,"Turner","S5","supplement",0.006,0.085,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16771","LW",2018,"N",555,NA,"Turner","S5","supplement",0.018,0.084,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16772","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.007,0.082,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16773","LW",2018,"N",555,NA,"Turner","S5","supplement",0.021,0.082,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16774","LW",2018,"N",555,NA,"Turner","S5","supplement",0.013,0.084,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16775","LW",2018,"N",555,NA,"Turner","S5","supplement",0.01,0.075,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16776","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.003,0.075,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16777","LW",2018,"N",555,NA,"Turner","S5","supplement",0.032,0.06,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16778","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.014,0.066,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16779","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.005,0.078,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16780","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.038,0.066,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16781","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.011,0.082,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16782","LW",2018,"N",555,NA,"Turner","S5","supplement",0.041,0.084,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16783","LW",2018,"N",555,NA,"Turner","S5","supplement",-0.068,0.064,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16784","LW",2018,"N",555,NA,"Turner","S5","supplement",0.011,0.08,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16785","LW",2018,"N",555,NA,"Turner","S5","supplement",0.014,0.063,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16786","LW",2018,"N",555,NA,"Turner","S5","supplement",0.022,0.079,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
"16787","LW",2018,"N",555,NA,"Turner","S5","supplement",0.01,0.074,"SE",NA,"observational",1,0,0,1,0,NA,"unsure of n","no","yes",1,NA,NA,"unclear n"
